year,tournament,start_date,end_date,location,court_surface,prize_money,currency,masters
2017,slovakia-f3-futures_itf_procircuit0,2017-08-07,2017-08-13,SVK,Clay,,,25
2017,nazmi-bari-cup-2017_itf_juniors0,2017-05-15,2017-05-20,TUR,Hard,,,0
2017,nazmi-bari-cup-2017_itf_juniors1,2017-05-15,2017-05-20,TUR,Hard,,,0
2015,copa-coqui---cabo-rojo-2015_itf_juniors1,2015-09-21,2015-09-26,PUR,Hard,,,0
2017,chuck-e-cheese's-guam-itf-junior-championships_itf_juniors0,2017-05-15,2017-05-20,GUM,Hard,,,0
2015,uruguay-bowl_itf_juniors0,2015-09-21,2015-09-26,URU,Clay,,,0
2015,uruguay-bowl_itf_juniors1,2015-09-21,2015-09-26,URU,Clay,,,0
2017,germany-f11-futures_itf_procircuit0,2017-08-14,2017-08-20,Germany,Clay,,,25
2009,turkey-f4-futures_itf_procircuit0,2009-04-06,2009-04-12,TUR,Hard,,,25
2002,jamaica-f17-futures_itf_procircuit0,2002-10-21,2002-10-27,JAM,Hard,,,25
2017,thailand-f5-futures_itf_procircuit0,2017-08-07,2017-08-13,THA,Hard,,,25
2002,mexico-f15-futures_itf_procircuit0,2002-10-21,2002-10-27,MEX,Hard,,,25
2009,france-f6-futures_itf_procircuit0,2009-04-13,2009-04-19,FRA,Clay,,,25
2017,turkey-f29-futures_itf_procircuit0,2017-08-07,2017-08-13,TUR,Clay,,,25
2002,usa-f26-futures_itf_procircuit0,2002-10-21,2002-10-27,USA,Hard,,,25
2009,korean-rep.-f2-futures_itf_procircuit0,2009-04-13,2009-04-19,KOR,Hard,,,25
2002,namibia-f1-futures_itf_procircuit0,2002-10-21,2002-10-27,NAM,Hard,,,25
2009,russia-f2-futures_itf_procircuit0,2009-04-13,2009-04-19,RUS,Carpet,,,25
2017,poland-f9-futures_itf_procircuit0,2017-08-14,2017-08-20,POL,Clay,,,25
1998,usa-2-masters_itf_procircuit0,1998-07-17,1998-08-16,USA,Hard,,,25
1998,usa-2-masters_itf_procircuit1,1998-07-17,1998-08-16,USA,Hard,,,25
1998,usa-2-masters_itf_procircuit2,1998-07-17,1998-08-16,USA,Hard,,,25
1998,usa-2-masters_itf_procircuit3,1998-07-17,1998-08-16,USA,Hard,,,25
2009,uzbekistan-f1-futures_itf_procircuit0,2009-04-13,2009-04-19,UZB,Hard,,,25
2017,belarus-f2-futures_itf_procircuit0,2017-08-14,2017-08-20,BLR,Hard,,,25
2009,argentina-f1-futures_itf_procircuit0,2009-04-13,2009-04-19,ARG,Clay,,,25
2009,turkey-f5-futures_itf_procircuit0,2009-04-13,2009-04-19,TUR,Hard,,,25
2017,belgium-f9-futures_itf_procircuit0,2017-08-14,2017-08-20,BEL,Clay,,,25
2017,finland-f3-futures_itf_procircuit0,2017-08-14,2017-08-20,FIN,Clay,,,25
2017,netherlands-f5-futures_itf_procircuit0,2017-08-14,2017-08-20,NED,Clay,,,25
2017,portugal-f16-futures_itf_procircuit0,2017-08-14,2017-08-20,POR,Hard,,,25
2017,romania-f10-futures_itf_procircuit0,2017-08-14,2017-08-20,ROU,Clay,,,25
2017,russia-f7-futures_itf_procircuit0,2017-08-14,2017-08-20,RUS,Clay,,,25
2017,serbia-f2-futures_itf_procircuit0,2017-08-14,2017-08-20,SRB,Clay,,,25
2017,spain-f25-futures_itf_procircuit0,2017-08-14,2017-08-20,ESP,Clay,,,25
2017,switzerland-f3-futures_itf_procircuit0,2017-08-14,2017-08-20,SUI,Clay,,,25
2017,thailand-f6-futures_itf_procircuit0,2017-08-14,2017-08-20,THA,Hard,,,25
2017,turkey-f30-futures_itf_procircuit0,2017-08-14,2017-08-20,TUR,Clay,,,25
2017,poland-f10-futures_itf_procircuit0,2017-08-21,2017-08-27,POL,Clay,,,25
2017,spain-f26-futures_itf_procircuit0,2017-08-21,2017-08-27,ESP,Clay,,,25
2017,turkey-f31-futures_itf_procircuit0,2017-08-21,2017-08-27,TUR,Clay,,,25
2017,speaker-cup-international-junior-championships-2017_itf_juniors0,2017-04-11,2017-04-16,TPE,Clay,,,0
2017,itf-trinidad-trinity-cup-2017_itf_juniors0,2017-04-17,2017-04-22,TTO,Hard,,,0
2017,itf-trinidad-trinity-cup-2017_itf_juniors1,2017-04-17,2017-04-22,TTO,Hard,,,0
2017,alex-podolsky-itf-junior-tournament_itf_juniors0,2017-04-17,2017-04-22,ISR,Hard,,,0
2017,argentina-f4-futures_itf_procircuit0,2017-08-21,2017-08-27,ARG,Clay,,,25
2009,france-f7-futures_itf_procircuit0,2009-04-20,2009-04-26,FRA,Clay,,,25
2017,germany-f12-futures_itf_procircuit0,2017-08-21,2017-08-27,Germany,Clay,,,25
2009,india-f3-futures_itf_procircuit0,2009-04-20,2009-04-26,IND,Hard,,,25
2017,belarus-f3-futures_itf_procircuit0,2017-08-21,2017-08-27,BLR,Hard,,,25
2009,italy-f7-futures_itf_procircuit0,2009-04-20,2009-04-26,ITA,Clay,,,25
2017,belgium-f10-futures_itf_procircuit0,2017-08-21,2017-08-27,BEL,Clay,,,25
2009,korean-rep.-f3-futures_itf_procircuit0,2009-04-20,2009-04-26,KOR,Hard,,,25
2009,uzbekistan-f2-futures_itf_procircuit0,2009-04-20,2009-04-26,UZB,Hard,,,25
2017,hungary-f6-futures_itf_procircuit0,2017-08-21,2017-08-27,HUN,Clay,,,25
2017,italy-f26-futures_itf_procircuit0,2017-08-21,2017-08-27,ITA,Clay,,,25
2017,netherlands-f6-futures_itf_procircuit0,2017-08-21,2017-08-27,NED,Clay,,,25
2017,portugal-f17-futures_itf_procircuit0,2017-08-21,2017-08-27,POR,Hard,,,25
2017,romania-f11-futures_itf_procircuit0,2017-08-21,2017-08-27,ROU,Clay,,,25
2017,serbia-f3-futures_itf_procircuit0,2017-08-21,2017-08-27,SRB,Clay,,,25
2017,switzerland-f4-futures_itf_procircuit0,2017-08-21,2017-08-27,SUI,Clay,,,25
1996,france-3-masters_itf_procircuit2,1996-03-09,1996-04-06,FRA,Carpet,,,25
1996,france-3-masters_itf_procircuit3,1996-03-09,1996-04-06,FRA,Carpet,,,25
1996,france-3-masters_itf_procircuit0,1996-03-09,1996-04-06,FRA,Carpet,,,25
1996,france-3-masters_itf_procircuit1,1996-03-09,1996-04-06,FRA,Carpet,,,25
1998,hungary-masters_itf_procircuit2,1998-07-20,1998-08-16,HUN,Clay,,,25
1998,hungary-masters_itf_procircuit3,1998-07-20,1998-08-16,HUN,Clay,,,25
1998,hungary-masters_itf_procircuit0,1998-07-20,1998-08-16,HUN,Clay,,,25
1998,hungary-masters_itf_procircuit1,1998-07-20,1998-08-16,HUN,Clay,,,25
2017,canada-f5-futures_itf_procircuit0,2017-08-28,2017-09-03,CAN,Hard,,,25
2017,alex-podolsky-itf-junior-tournament_itf_juniors1,2017-04-17,2017-04-22,ISR,Hard,,,0
2017,open-itf-junior-d'istres_itf_juniors0,2017-04-17,2017-04-23,FRA,Clay,,,0
2017,itf/cat-north-africa-tlemcen_itf_juniors1,2017-04-24,2017-04-28,ALG,Clay,,,0
2017,spain-f27-futures_itf_procircuit0,2017-08-28,2017-09-03,ESP,Clay,,,25
2009,argentina-f2-futures_itf_procircuit0,2009-04-20,2009-04-26,ARG,Clay,,,25
2017,argentina-f5-futures_itf_procircuit0,2017-08-28,2017-09-03,ARG,Clay,,,25
2009,spain-f13-futures_itf_procircuit0,2009-04-20,2009-04-26,ESP,Clay,,,25
2018,ptt---itf-junior-grade-5_itf_juniors1,2018-08-13,2018-08-18,THA,Hard,,,0
2009,turkey-f6-futures_itf_procircuit0,2009-04-20,2009-04-26,TUR,Hard,,,25
2017,belgium-f11-futures_itf_procircuit0,2017-08-28,2017-09-03,BEL,Clay,,,25
1998,italy-f11-futures_itf_procircuit0,1998-07-27,1998-08-02,ITA,Clay,,,25
2017,hungary-f7-futures_itf_procircuit0,2017-08-28,2017-09-03,HUN,Clay,,,25
1998,spain-f4-futures_itf_procircuit0,1998-07-27,1998-08-02,ESP,Clay,,,25
2017,italy-f27-futures_itf_procircuit0,2017-08-28,2017-09-03,ITA,Hard,,,25
1998,slovenia-f3-futures_itf_procircuit0,1998-07-29,1998-08-02,SLO,Clay,,,25
2018,neocom-open-2018_itf_juniors0,2018-08-13,2018-08-19,MKD,Clay,,,0
2017,netherlands-f7-futures_itf_procircuit0,2017-08-28,2017-09-03,NED,Clay,,,25
1998,belgium-f1-futures_itf_procircuit0,1998-08-03,1998-08-09,BEL,Clay,,,25
2017,poland-f11-futures_itf_procircuit0,2017-08-28,2017-09-03,POL,Clay,,,25
1998,italy-f12-futures_itf_procircuit0,1998-08-03,1998-08-09,ITA,Clay,,,25
2017,portugal-f18-futures_itf_procircuit0,2017-08-28,2017-09-03,POR,Hard,,,25
2017,romania-f12-futures_itf_procircuit0,2017-08-28,2017-09-03,ROU,Clay,,,25
2018,neocom-open-2018_itf_juniors1,2018-08-13,2018-08-19,MKD,Clay,,,0
2017,serbia-f4-futures_itf_procircuit0,2017-08-28,2017-09-03,SRB,Clay,,,25
2017,switzerland-f5-futures_itf_procircuit0,2017-08-28,2017-09-03,SUI,Clay,,,25
2017,turkey-f32-futures_itf_procircuit0,2017-08-28,2017-09-03,TUR,Clay,,,25
2017,ukraine-f4-futures_itf_procircuit0,2017-08-28,2017-09-03,UKR,Clay,,,25
2006,india-2_itf_procircuit3,2006-08-07,2006-09-03,IND,Hard,,,25
2006,india-2_itf_procircuit0,2006-08-07,2006-09-03,IND,Hard,,,25
2006,india-2_itf_procircuit1,2006-08-07,2006-09-03,IND,Hard,,,25
2006,india-2_itf_procircuit2,2006-08-07,2006-09-03,IND,Hard,,,25
2017,canada-f6-futures_itf_procircuit0,2017-09-04,2017-09-10,CAN,Clay,,,25
2006,australia-f6-futures_itf_procircuit0,2006-08-28,2006-09-03,AUS,Hard,,,25
2006,iran-f4-futures_itf_procircuit0,2006-08-28,2006-09-03,IRI,Clay,,,25
2017,france-f18-futures_itf_procircuit0,2017-09-04,2017-09-10,FRA,Hard,,,25
2006,mexico-f14-futures_itf_procircuit0,2006-08-28,2006-09-03,MEX,Hard,,,25
2017,italy-f28-futures_itf_procircuit0,2017-09-04,2017-09-10,ITA,Clay,,,25
2006,netherlands-f5-futures_itf_procircuit0,2006-08-28,2006-09-03,NED,Clay,,,25
2017,spain-f28-futures_itf_procircuit0,2017-09-04,2017-09-10,ESP,Clay,,,25
2017,argentina-f6-futures_itf_procircuit0,2017-09-04,2017-09-10,ARG,Clay,,,25
2017,belgium-f12-futures_itf_procircuit0,2017-09-04,2017-09-10,BEL,Clay,,,25
2017,egypt-f24-futures_itf_procircuit0,2017-09-04,2017-09-10,EGY,Clay,,,25
2017,ptt---itf-junior-grade-5_itf_juniors0,2017-06-12,2017-06-17,THA,Hard,,,0
2017,hungary-f8-futures_itf_procircuit0,2017-09-04,2017-09-10,HUN,Clay,,,25
1998,ecuador-f1-futures_itf_procircuit0,1998-08-03,1998-08-09,ECU,Clay,,,25
2006,germany-f14-futures_itf_procircuit0,2006-08-28,2006-09-03,Germany,Clay,,,25
2017,india-f7-futures_itf_procircuit0,2017-09-04,2017-09-10,IND,Clay,,,25
1998,egypt-f2-futures_itf_procircuit0,1998-08-03,1998-08-09,EGY,Clay,,,25
1996,germany-1-masters_itf_procircuit3,1996-04-14,1996-05-12,Germany,Clay,,,25
2017,serbia-f5-futures_itf_procircuit0,2017-09-04,2017-09-10,SRB,Clay,,,25
1998,estonia-f1-futures_itf_procircuit0,1998-08-03,1998-08-09,EST,Clay,,,25
1998,spain-f5-futures_itf_procircuit0,1998-08-03,1998-08-09,ESP,Clay,,,25
2010,osaka-mayor's-cup---world-super-junior-tennis-championships_itf_juniors1,2010-10-18,2010-10-24,JPN,Hard,,,0
2017,tunisia-f25-futures_itf_procircuit0,2017-09-04,2017-09-10,TUN,Clay,,,25
2010,bahia-open-2010_itf_juniors0,2010-10-18,2010-10-24,BRA,Clay,,,0
2017,turkey-f33-futures_itf_procircuit0,2017-09-04,2017-09-10,TUR,Clay,,,25
2006,bulgaria-f2-futures_itf_procircuit0,2006-08-28,2006-09-03,BUL,Clay,,,25
2006,croatia-f5-futures_itf_procircuit0,2006-08-28,2006-09-03,CRO,Clay,,,25
2017,ukraine-f5-futures_itf_procircuit0,2017-09-04,2017-09-10,UKR,Clay,,,25
2006,ecuador-f2-futures_itf_procircuit0,2006-08-28,2006-09-03,ECU,Hard,,,25
2017,canada-f7-futures_itf_procircuit0,2017-09-11,2017-09-17,CAN,Hard,,,25
2002,israel-1_itf_procircuit3,2002-10-07,2002-11-03,ISR,Hard,,,25
2002,israel-1_itf_procircuit0,2002-10-07,2002-11-03,ISR,Hard,,,25
2002,israel-1_itf_procircuit1,2002-10-07,2002-11-03,ISR,Hard,,,25
2002,israel-1_itf_procircuit2,2002-10-07,2002-11-03,ISR,Hard,,,25
2017,france-f19-futures_itf_procircuit0,2017-09-11,2017-09-17,FRA,Hard,,,25
1996,italy-1-masters_itf_procircuit1,1996-04-06,1996-05-04,ITA,Clay,,,25
1996,italy-1-masters_itf_procircuit0,1996-04-06,1996-05-04,ITA,Clay,,,25
2017,italy-f29-futures_itf_procircuit0,2017-09-11,2017-09-17,ITA,Clay,,,25
2017,spain-f29-futures_itf_procircuit0,2017-09-11,2017-09-17,ESP,Clay,,,25
1996,malaysia-1-masters_itf_procircuit0,1996-04-08,1996-05-04,MAS,Hard,,,25
1996,malaysia-1-masters_itf_procircuit1,1996-04-08,1996-05-04,MAS,Hard,,,25
2017,argentina-f7-futures_itf_procircuit0,2017-09-11,2017-09-17,ARG,Clay,,,25
2017,egypt-f25-futures_itf_procircuit0,2017-09-11,2017-09-17,EGY,Clay,,,25
2017,great-britain-f4-futures_itf_procircuit0,2017-09-11,2017-09-17,GBR,Hard,,,25
2017,india-f8-futures_itf_procircuit0,2017-09-11,2017-09-17,IND,Hard,,,25
2017,tunisia-f26-futures_itf_procircuit0,2017-09-11,2017-09-17,TUN,Clay,,,25
2017,turkey-f34-futures_itf_procircuit0,2017-09-11,2017-09-17,TUR,Clay,,,25
2017,usa-f30-futures_itf_procircuit0,2017-09-11,2017-09-17,USA,Hard,,,25
2017,australia-f4-futures_itf_procircuit0,2017-09-18,2017-09-24,AUS,Hard,,,25
2017,canada-f8-futures_itf_procircuit0,2017-09-18,2017-09-24,CAN,Hard,,,25
2010,bahia-open-2010_itf_juniors1,2010-10-18,2010-10-24,BRA,Clay,,,0
2017,nicholas-lynch-real-estate-victorian-junior-international_itf_juniors0,2017-04-24,2017-04-28,AUS,Clay,,,0
2017,france-f20-futures_itf_procircuit0,2017-09-18,2017-09-24,FRA,Hard,,,25
1998,slovenia-f4-futures_itf_procircuit0,1998-08-05,1998-08-09,SLO,Clay,,,25
2017,italy-f30-futures_itf_procircuit0,2017-09-18,2017-09-24,ITA,Clay,,,25
1998,belarus-f1-futures_itf_procircuit0,1998-08-10,1998-08-16,BLR,Carpet,,,25
1998,belgium-f2-futures_itf_procircuit0,1998-08-10,1998-08-15,BEL,Clay,,,25
2017,kazakhstan-f6-futures_itf_procircuit0,2017-09-18,2017-09-24,KAZ,Clay,,,25
1998,italy-f13-futures_itf_procircuit0,1998-08-10,1998-08-16,ITA,Clay,,,25
2017,spain-f30-futures_itf_procircuit0,2017-09-18,2017-09-24,ESP,Clay,,,25
1998,croatia-f4-futures_itf_procircuit0,1998-08-10,1998-08-16,CRO,Clay,,,25
2017,bolivia-f1-futures_itf_procircuit0,2017-09-18,2017-09-24,BOL,Clay,,,25
2006,italy-f29-futures_itf_procircuit0,2006-08-28,2006-09-03,ITA,Hard,,,25
1998,ecuador-f2-futures_itf_procircuit0,1998-08-10,1998-08-16,ECU,Clay,,,25
1998,egypt-f3-futures_itf_procircuit0,1998-08-10,1998-08-14,EGY,Clay,,,25
2006,poland-f11-futures_itf_procircuit0,2006-08-28,2006-09-03,POL,Clay,,,25
2017,egypt-f26-futures_itf_procircuit0,2017-09-18,2017-09-24,EGY,Hard,,,25
1998,latvia-f1-futures_itf_procircuit0,1998-08-10,1998-08-16,LAT,Clay,,,25
2006,romania-f18-futures_itf_procircuit0,2006-08-28,2006-09-03,ROU,Clay,,,25
2017,great-britain-f5-futures_itf_procircuit0,2017-09-18,2017-09-24,GBR,Hard,,,25
2006,switzerland-f4-futures_itf_procircuit0,2006-08-28,2006-09-03,SUI,Clay,,,25
2017,india-f9-futures_itf_procircuit0,2017-09-18,2017-09-24,IND,Hard,,,25
2017,portugal-f19-futures_itf_procircuit0,2017-09-18,2017-09-24,POR,Hard,,,25
2017,tunisia-f27-futures_itf_procircuit0,2017-09-18,2017-09-24,TUN,Clay,,,25
2017,turkey-f35-futures_itf_procircuit0,2017-09-18,2017-09-24,TUR,Clay,,,25
2017,usa-f31-futures_itf_procircuit0,2017-09-18,2017-09-24,USA,Hard,,,25
2002,spain-6_itf_procircuit3,2002-10-14,2002-11-10,ESP,Clay,,,25
2002,spain-6_itf_procircuit0,2002-10-14,2002-11-10,ESP,Clay,,,25
2002,spain-6_itf_procircuit1,2002-10-14,2002-11-10,ESP,Clay,,,25
2002,spain-6_itf_procircuit2,2002-10-14,2002-11-10,ESP,Clay,,,25
2017,australia-f5-futures_itf_procircuit0,2017-09-25,2017-10-01,AUS,Hard,,,25
2017,nicholas-lynch-real-estate-victorian-junior-international_itf_juniors1,2017-04-24,2017-04-28,AUS,Clay,,,0
2017,3rd-euphemia-tlhapane-memorial_itf_juniors0,2017-04-24,2017-04-29,BOT,Hard,,,0
2017,3rd-euphemia-tlhapane-memorial_itf_juniors1,2017-04-24,2017-04-29,BOT,Hard,,,0
2017,tournoi-international-junior-de-martinique---le-diamant_itf_juniors0,2017-04-24,2017-04-29,MRN,Hard,,,0
2006,germany-f15-futures_itf_procircuit0,2006-09-04,2006-09-10,Germany,Clay,,,25
2006,australia-f7-futures_itf_procircuit0,2006-09-04,2006-09-10,AUS,Hard,,,25
1998,yugoslavia-f5-futures_itf_procircuit0,1998-08-10,1998-08-16,YUG,Clay,,,25
2017,italy-f31-futures_itf_procircuit0,2017-09-25,2017-10-01,ITA,Clay,,,25
2006,france-f12-futures_itf_procircuit0,2006-09-04,2006-09-10,FRA,Hard,,,25
2017,kazakhstan-f7-futures_itf_procircuit0,2017-09-25,2017-10-01,KAZ,Clay,,,25
2006,netherlands-f6-futures_itf_procircuit0,2006-09-04,2006-09-10,NED,Clay,,,25
2017,portugal-f20-futures_itf_procircuit0,2017-09-25,2017-10-01,POR,Hard,,,25
2017,spain-f31-futures_itf_procircuit0,2017-09-25,2017-10-01,ESP,Clay,,,25
2009,australia-f3-futures_itf_procircuit0,2009-04-27,2009-05-03,AUS,Clay,,,25
2017,sweden-f3-futures_itf_procircuit0,2017-09-25,2017-10-01,SWE,Hard,,,25
2017,great-britain-f6-futures_itf_procircuit0,2017-09-25,2017-10-01,GBR,Hard,,,25
2009,india-f4-futures_itf_procircuit0,2009-04-27,2009-05-03,IND,Hard,,,25
2009,italy-f8-futures_itf_procircuit0,2009-04-27,2009-05-03,ITA,Clay,,,25
2002,mexico-f16-futures_itf_procircuit0,2002-10-28,2002-11-03,MEX,Clay,,,25
2017,tunisia-f28-futures_itf_procircuit0,2017-09-25,2017-10-01,TUN,Clay,,,25
2009,korean-rep.-f4-futures_itf_procircuit0,2009-04-27,2009-05-03,KOR,Hard,,,25
2002,usa-f27-futures_itf_procircuit0,2002-10-28,2002-11-02,USA,Hard,,,25
2017,turkey-f36-futures_itf_procircuit0,2017-09-25,2017-10-01,TUR,Clay,,,25
2002,czech-rep.-f6-futures_itf_procircuit0,2002-10-28,2002-11-03,CZE,Hard,,,25
1996,korea-masters_itf_procircuit3,1996-05-11,1996-06-07,KOR,Clay,,,25
2002,france-f22-futures_itf_procircuit0,2002-10-28,2002-11-03,FRA,Hard,,,25
1996,korea-masters_itf_procircuit0,1996-05-11,1996-06-07,KOR,Clay,,,25
1996,korea-masters_itf_procircuit1,1996-05-11,1996-06-07,KOR,Clay,,,25
2017,usa-f32-futures_itf_procircuit0,2017-09-25,2017-10-01,USA,Hard,,,25
1996,korea-masters_itf_procircuit2,1996-05-11,1996-06-07,KOR,Clay,,,25
2002,india-f6-futures_itf_procircuit0,2002-10-28,2002-11-01,IND,Hard,,,25
1996,usa-2-masters_itf_procircuit0,1996-05-17,1996-06-16,USA,Clay,,,25
2017,australia-f6-futures_itf_procircuit0,2017-10-02,2017-10-08,AUS,Hard,,,25
2017,tournoi-international-junior-de-martinique---le-diamant_itf_juniors1,2017-04-24,2017-04-29,MRN,Hard,,,0
2002,botswana-f1-futures_itf_procircuit0,2002-10-28,2002-11-02,NAM,Hard,,,25
2017,france-f22-futures_itf_procircuit0,2017-10-02,2017-10-08,FRA,Hard,,,25
2002,australia-f3-futures_itf_procircuit0,2002-11-04,2002-11-10,AUS,Clay,,,25
2017,italy-f32-futures_itf_procircuit0,2017-10-02,2017-10-08,ITA,Clay,,,25
2017,sweden-f4-futures_itf_procircuit0,2017-10-02,2017-10-08,SWE,Hard,,,25
2017,bolivia-f3-futures_itf_procircuit0,2017-10-02,2017-10-08,BOL,Clay,,,25
2017,egypt-f28-futures_itf_procircuit0,2017-10-02,2017-10-08,EGY,Hard,,,25
2017,portugal-f21-futures_itf_procircuit0,2017-10-02,2017-10-08,POR,Hard,,,25
2017,spain-f32-futures_itf_procircuit0,2017-10-02,2017-10-08,ESP,Clay,,,25
2017,thailand-f7-futures_itf_procircuit0,2017-10-02,2017-10-08,THA,Hard,,,25
2017,iran-junior-tournament-(velayat-cup)_itf_juniors0,2017-04-24,2017-04-29,IRI,Clay,,,0
2017,iran-junior-tournament-(velayat-cup)_itf_juniors1,2017-04-24,2017-04-29,IRI,Clay,,,0
2017,tunisia-f29-futures_itf_procircuit0,2017-10-02,2017-10-08,TUN,Clay,,,25
1998,italy-f14-futures_itf_procircuit0,1998-08-17,1998-08-23,ITA,Clay,,,25
2006,poland-f12-futures_itf_procircuit0,2006-09-04,2006-09-10,POL,Clay,,,25
2002,mexico-f17-futures_itf_procircuit0,2002-11-04,2002-11-10,MEX,Hard,,,25
1998,spain-f6-futures_itf_procircuit0,1998-08-17,1998-08-23,ESP,Clay,,,25
2017,germany-f15-futures_itf_procircuit0,2017-10-16,2017-10-22,Germany,Carpet,,,25
1996,turkey-1-masters_itf_procircuit1,1996-06-01,1996-06-29,TUR,Hard,,,25
1996,turkey-1-masters_itf_procircuit2,1996-06-01,1996-06-29,TUR,Hard,,,25
1996,turkey-1-masters_itf_procircuit3,1996-06-01,1996-06-29,TUR,Hard,,,25
1996,turkey-1-masters_itf_procircuit0,1996-06-01,1996-06-29,TUR,Hard,,,25
2002,czech-rep.-f7-futures_itf_procircuit0,2002-11-04,2002-11-10,CZE,Hard,,,25
2006,brazil-f10-futures_itf_procircuit0,2006-09-04,2006-09-10,BRA,Clay,,,25
1998,ecuador-f3-futures_itf_procircuit0,1998-08-17,1998-08-23,ECU,Clay,,,25
2017,turkey-f37-futures_itf_procircuit0,2017-10-02,2017-10-08,TUR,Clay,,,25
2002,india-f7-futures_itf_procircuit0,2002-11-04,2002-11-10,IND,Hard,,,25
1998,lithuania-f1-futures_itf_procircuit0,1998-08-17,1998-08-22,LTU,Carpet,,,25
1996,ukraine-masters_itf_procircuit0,1996-06-01,1996-06-30,UKR,Clay,,,25
1996,ukraine-masters_itf_procircuit1,1996-06-01,1996-06-30,UKR,Clay,,,25
1996,ukraine-masters_itf_procircuit2,1996-06-01,1996-06-30,UKR,Clay,,,25
1996,ukraine-masters_itf_procircuit3,1996-06-01,1996-06-30,UKR,Clay,,,25
2006,bulgaria-f3-futures_itf_procircuit0,2006-09-04,2006-09-10,BUL,Clay,,,25
2017,australia-f7-futures_itf_procircuit0,2017-10-09,2017-10-15,AUS,Hard,,,25
2002,jamaica-f19-futures_itf_procircuit0,2002-11-04,2002-11-10,JAM,Hard,,,25
2006,croatia-f6-futures_itf_procircuit0,2006-09-04,2006-09-10,CRO,Clay,,,25
1998,yugoslavia-f6-futures_itf_procircuit0,1998-08-17,1998-08-23,YUG,Clay,,,25
1998,austria-f7-futures_itf_procircuit0,1998-08-18,1998-08-22,AUT,Clay,,,25
2002,thailand-f1-futures_itf_procircuit0,2002-11-04,2002-11-10,THA,Hard,,,25
2006,ecuador-f3-futures_itf_procircuit0,2006-09-04,2006-09-10,ECU,Clay,,,25
1998,russia-f3-futures_itf_procircuit0,1998-08-18,1998-08-22,RUS,Carpet,,,25
2017,france-f23-futures_itf_procircuit0,2017-10-09,2017-10-15,FRA,Hard,,,25
2009,mexico-f3-futures_itf_procircuit0,2009-04-27,2009-05-03,MEX,Hard,,,25
2002,zimbabwe-f1-futures_itf_procircuit0,2002-11-04,2002-11-10,ZIM,Hard,,,25
2009,argentina-f3-futures_itf_procircuit0,2009-04-27,2009-05-03,ARG,Clay,,,25
2017,italy-f33-futures_itf_procircuit0,2017-10-09,2017-10-15,ITA,Clay,,,25
2009,great-britain-f5-futures_itf_procircuit0,2009-04-27,2009-05-03,GBR,Clay,,,25
2017,nigeria-f4-futures_itf_procircuit0,2017-10-09,2017-10-15,NGR,Hard,,,25
2017,usa-f33-futures_itf_procircuit0,2017-10-09,2017-10-15,USA,Hard,,,25
2017,egypt-f29-futures_itf_procircuit0,2017-10-09,2017-10-15,EGY,Hard,,,25
2017,israel-f13-futures_itf_procircuit0,2017-10-16,2017-10-22,ISR,Hard,,,25
2017,malaysia-f1-futures_itf_procircuit0,2017-10-16,2017-10-22,MAS,Hard,,,25
2017,thailand-f9-futures_itf_procircuit0,2017-10-16,2017-10-22,THA,Hard,,,25
2017,tunisia-f31-futures_itf_procircuit0,2017-10-16,2017-10-22,TUN,Clay,,,25
2017,turkey-f39-futures_itf_procircuit0,2017-10-16,2017-10-22,TUR,Clay,,,25
2017,italy-f35-futures_itf_procircuit0,2017-10-23,2017-10-29,ITA,Clay,,,25
2017,czech-republic-f7-futures_itf_procircuit0,2017-10-23,2017-10-29,CZE,Carpet,,,25
2017,"itf-u18-""the-39th-slovakia-cup-2017""_itf_juniors1",2017-04-25,2017-04-30,SVK,Clay,,,0
2017,itf-juniors-tennispark-open-2017_itf_juniors0,2017-04-25,2017-04-30,MKD,Clay,,,0
2017,egypt-f31-futures_itf_procircuit0,2017-10-23,2017-10-29,EGY,Hard,,,25
2006,switzerland-f5-futures_itf_procircuit0,2006-09-04,2006-09-10,SUI,Clay,,,25
1998,croatia-f5-futures_itf_procircuit0,1998-08-18,1998-08-23,CRO,Clay,,,25
2002,australia-f4-futures_itf_procircuit0,2002-11-11,2002-11-17,AUS,Clay,,,25
2017,germany-f16-futures_itf_procircuit0,2017-10-23,2017-10-29,Germany,Hard,,,25
1998,spain-f7-futures_itf_procircuit0,1998-08-24,1998-08-30,ESP,Clay,,,25
2006,australia-f8-futures_itf_procircuit0,2006-09-11,2006-09-17,AUS,Hard,,,25
2002,usa-f28-futures_itf_procircuit0,2002-11-11,2002-11-17,USA,Hard,,,25
2017,estonia-f2-futures_itf_procircuit0,2017-10-23,2017-10-29,EST,Carpet,,,25
1998,yugoslavia-f7-futures_itf_procircuit0,1998-08-24,1998-08-30,YUG,Clay,,,25
2006,brazil-f11-futures_itf_procircuit0,2006-09-11,2006-09-17,BRA,Clay,,,25
1998,austria-f8-futures_itf_procircuit0,1998-08-25,1998-08-30,AUT,Clay,,,25
2002,barbados-f1-futures_itf_procircuit0,2002-11-11,2002-11-17,BAR,Hard,,,25
1998,italy-f15-futures_itf_procircuit0,1998-08-25,1998-08-30,ITA,Clay,,,25
2002,czech-rep.-f8-futures_itf_procircuit0,2002-11-11,2002-11-17,CZE,Carpet,,,25
1998,croatia-f6-futures_itf_procircuit0,1998-08-25,1998-08-30,CRO,Clay,,,25
